Date,Year,Model,Revenue,Quantity Sold,Region,Country,Channel
26/04/2019,2019, Mercedes AMG C63 Coupe,82513,2,South America,Chile,Wholesale
27/04/2019,2019,Mercedes GLC Coupe,74619,1,South America,Argentina,Wholesale
27/04/2019,2019,Mercedes GLE,30207,5,North America,Canada,Wholesale
27/04/2019,2019,Mercedes GLA,51400,1,Europe,Spain,Wholesale
27/04/2019,2019,Mercedes-Benz Kamloops,88822,1,North America,Canada,Wholesale
27/04/2019,2019,Mercedes A-Class Sedan,70682,1,Asia,Thailand,Dealership
,,,,,,,
28/04/2019,2019,Mercedes E-Class,83168,3,North America,Canada,Wholesale
28/04/2019,2019,Mercedes AMG GT 4-Door Coupe,104873,5,South America,Peru,Wholesale
28/04/2019,2019,Mercedes AMG GT 4-Door Coupe,62669,4,South America,Brazil,Wholesale
29/04/2019,2019,Mercedes AMG CLA 45,80354,2,North America,United States,Dealership
30/04/2019,2019,Mercedes EQA,82287,1,North America,United States,Wholesale
1/5/2019,2019,Mercedes A-Class Sedan,53536,5,South America,Chile,Dealership
,,,,,,,
1/5/2019,2019,Mercedes AMG CLA 45,105998,2,Europe,Germany,Dealership
2/5/2019,2019,Mercedes EQA,46938,5,Asia,Thailand,Wholesale
2/5/2019,2019,Mercedes EQE SUV,109944,2,South America,Argentina,Wholesale
3/5/2019,2019,Mercedes GLS,117009,5,North America,Mexico,Wholesale
3/5/2019,2019,Mercedes GLE,55724,4,Africa,Egypt,Wholesale
3/5/2019,2019,Mercedes GLC,89379,5,Europe,Germany,Wholesale
3/5/2019,2019,Mercedes EQE SUV,40564,5,Asia,Thailand,Wholesale
4/5/2019,2019,Mercedes S-Class,35456,1,Asia,China,Wholesale
4/5/2019,2019,Mercedes GLA,98517,1,Europe,United Kingdom,Wholesale
5/5/2019,2019,Mercedes AMG C63 S,94685,1,North America,Mexico,Wholesale
5/5/2019,2019,Mercedes GLA,82018,5,South America,Peru,Dealership
5/5/2019,2019,Mercedes GLE,82214,4,North America,Canada,Dealership
6/5/2019,2019,Mercedes AMG E63 S,79954,2,South America,Colombia,Wholesale
8/5/2019,2019,Mercedes GLC Coupe,89423,1,Asia,Thailand,Wholesale
8/5/2019,2019,Mercedes EQE SUV,91388,3,Africa,Egypt,Wholesale
8/5/2019,2019,Mercedes GLC,72448,5,Africa,Kenya,Dealership
9/5/2019,2019,Mercedes S-Class,32846,4,Asia,Thailand,Wholesale
9/5/2019,2019,Mercedes GLC,100400,4,South America,Peru,Wholesale
9/5/2019,2019,Mercedes EQA,92740,1,Africa,Nigeria,Dealership
9/5/2019,2019,Mercedes C-Class Coupe,40711,1,Europe,Germany,Wholesale
,,,,,,,
9/5/2019,2019, Mercedes EQB,95036,3,Asia,Thailand,Dealership
9/5/2019,2019,Mercedes AMG GT 4-Door Coupe,50563,3,South America,Chile,Wholesale
10/5/2019,2019,Mercedes EDQ Sedan,62800,1,Africa,Morocco,Wholesale
10/5/2019,2019,Mercedes S-Class,75440,2,South America,Peru,Wholesale
11/5/2019,2019,Mercedes CLE Coupe,88527,1,North America,United States,Dealership
,,,,,,,
11/5/2019,2019,Mercedes AMG E63 S,76546,1,Asia,Thailand,Wholesale
11/5/2019,2019,Mercedes EQE SUV,94547,4,Europe,France,Wholesale
11/5/2019,2019,Mercedes GLS,38712,1,Asia,Japan,Wholesale
11/5/2019,2019,Mercedes EQE SUV,106169,1,South America,Brazil,Wholesale
12/5/2019,2019, Mercedes AMG C63 Coupe,53321,1,North America,Mexico,Wholesale
12/5/2019,2019,Mercedes CLS Coupe,103746,2,Europe,France,Wholesale
13/05/2019,2019,Mercedes EQA,43806,4,Asia,South Korea,Wholesale
13/05/2019,2019,Mercedes EDQ Sedan,114683,5,North America,United States,Wholesale
13/05/2019,2019,Mercedes EDQ Sedan,80117,5,North America,Mexico,Wholesale
13/05/2019,2019,Mercedes A-Class Sedan,92415,5,Europe,United Kingdom,Wholesale
,,,,,,,
14/05/2019,2019,Mercedes EQA,36732,5,North America,Canada,Dealership
15/05/2019,2019,Mercedes GLC,46972,4,Africa,Nigeria,Wholesale
16/05/2019,2019,Mercedes AMG GT 4-Door Coupe,93571,1,South America,Colombia,Dealership
16/05/2019,2019,Mercedes GLE,78555,5,Asia,South Korea,Dealership
16/05/2019,2019,Mercedes GLE,109712,1,South America,Chile,Dealership
16/05/2019,2019,Mercedes EQE SUV,68210,5,Africa,Nigeria,Wholesale
16/05/2019,2019,Mercedes AMG SL 63,72124,2,Europe,United Kingdom,Wholesale
16/05/2019,2019,Mercedes GLA,46956,1,Europe,United Kingdom,Wholesale
17/05/2019,2019, Mercedes GLB,119686,4,South America,Chile,Wholesale
17/05/2019,2019,Mercedes AMG CLA 45,30318,2,North America,Canada,Wholesale
18/05/2019,2019,Mercedes CLS Coupe,96611,2,South America,Argentina,Wholesale
18/05/2019,2019, Mercedes EQB,60172,4,North America,United States,Wholesale
18/05/2019,2019,Mercedes C-Class Coupe,107313,2,North America,Mexico,Dealership
,,,,,,,
19/05/2019,2019,Mercedes-Benz Kamloops,111795,1,Africa,Egypt,Wholesale
19/05/2019,2019,Mercedes EQA,80764,3,Asia,South Korea,Dealership
20/05/2019,2019,Mercedes E-Class,47401,3,Asia,South Korea,Wholesale
20/05/2019,2019,Mercedes AMG E63 S,73034,5,South America,Peru,Wholesale
21/05/2019,2019,Mercedes CLE Coupe,116257,5,South America,Brazil,Wholesale
,,,,,,,
21/05/2019,2019,Mercedes AMG E63 S,58082,1,Asia,Japan,Wholesale
23/05/2019,2019,Mercedes AMG SL 63,62021,4,Asia,South Korea,Wholesale
23/05/2019,2019,Mercedes GLA,48540,1,Asia,Japan,Wholesale
23/05/2019,2019, Mercedes GLB,31705,5,Asia,Japan,Wholesale
24/05/2019,2019,Mercedes AMG SL 63,107492,2,North America,United States,Wholesale
25/05/2019,2019,Mercedes AMG SL 63,63785,1,North America,Mexico,Dealership
25/05/2019,2019,Mercedes A-Class Sedan,96153,1,Africa,Nigeria,Wholesale
,,,,,,,
26/05/2019,2019,Mercedes GLC,58604,4,Europe,Italy,Dealership
27/05/2019,2019,Mercedes GLA,75588,5,Europe,United Kingdom,Dealership
27/05/2019,2019,Mercedes EQA,46838,1,Africa,Morocco,Wholesale
27/05/2019,2019,Mercedes EDQ Sedan,46439,2,Europe,Italy,Dealership
28/05/2019,2019,Mercedes S-Class,116840,2,South America,Peru,Wholesale
28/05/2019,2019,Mercedes S-Class,45316,3,Africa,Kenya,Wholesale
28/05/2019,2019, Mercedes AMG C63 Coupe,107700,5,Europe,Germany,Wholesale
29/05/2019,2019,Mercedes EDQ Sedan,68738,2,South America,Argentina,Wholesale
29/05/2019,2019,Mercedes EQA,68941,4,Africa,Nigeria,Wholesale
29/05/2019,2019,Mercedes AMG CLA 45,90766,5,South America,Argentina,Wholesale
29/05/2019,2019,Mercedes A-Class Sedan,47674,2,South America,Chile,Wholesale
,,,,,,,
29/05/2019,2019,Mercedes GLE Coupe,36861,1,Europe,Germany,Wholesale
30/05/2019,2019,Mercedes GLE,92137,5,Europe,Spain,Wholesale
30/05/2019,2019,Mercedes GLC Coupe,117057,2,South America,Chile,Wholesale
30/05/2019,2019,Mercedes A-Class Sedan,53031,1,North America,Mexico,Wholesale
,,,,,,,
31/05/2019,2019,Mercedes GLE,117610,3,North America,Canada,Wholesale
31/05/2019,2019,Mercedes AMG GT 4-Door Coupe,114576,5,North America,Mexico,Wholesale
1/6/2019,2019,Mercedes GLC,92484,5,Europe,France,Wholesale
2/6/2019,2019,Mercedes AMG E63 S,88151,2,Europe,United Kingdom,Wholesale
2/6/2019,2019,Mercedes AMG GT 4-Door Coupe,41117,3,Asia,South Korea,Wholesale
2/6/2019,2019,Mercedes GLS,48989,4,South America,Peru,Wholesale
3/6/2019,2019,Mercedes GLC Coupe,98737,2,Europe,Germany,Wholesale
3/6/2019,2019,Mercedes AMG SL 63,102321,2,Europe,Spain,Wholesale
4/6/2019,2019,Mercedes AMG SL 63,58090,4,South America,Colombia,Wholesale
4/6/2019,2019,Mercedes CLE Coupe,108671,4,South America,Argentina,Wholesale
,,,,,,,
5/6/2019,2019, Mercedes EQB,102372,4,Asia,China,Dealership
5/6/2019,2019,Mercedes CLS Coupe,35618,4,Asia,Thailand,Wholesale
5/6/2019,2019,Mercedes AMG C63 S,31595,4,Europe,Germany,Dealership
5/6/2019,2019,Mercedes AMG GT 4-Door Coupe,40000,1,South America,Brazil,Wholesale
7/6/2019,2019,Mercedes E-Class,103768,1,Africa,South Africa,Wholesale
7/6/2019,2019,Mercedes GLC,102076,4,Africa,Kenya,Dealership
7/6/2019,2019,Mercedes GLE Coupe,77031,3,South America,Colombia,Wholesale
8/6/2019,2019,Mercedes AMG CLA 45,118366,3,South America,Colombia,Wholesale
8/6/2019,2019,Mercedes CLA Coupe,38250,4,North America,Canada,Wholesale
,,,,,,,
8/6/2019,2019,Mercedes EQE SUV,75311,1,South America,Peru,Dealership
9/6/2019,2019, Mercedes EQB,33667,3,Europe,United Kingdom,Wholesale
9/6/2019,2019,Mercedes GLC Coupe,109351,1,Asia,Thailand,Dealership
9/6/2019,2019,Mercedes GLE,35289,2,Europe,Germany,Dealership
10/6/2019,2019, Mercedes EQB,114116,1,Africa,Morocco,Wholesale
10/6/2019,2019,Mercedes GLC Coupe,40300,4,Asia,Thailand,Dealership
10/6/2019,2019,Mercedes CLE Coupe,85485,5,Europe,Germany,Dealership
,,,,,,,
10/6/2019,2019,Mercedes CLE Coupe,83866,4,North America,Mexico,Wholesale
,,,,,,,
11/6/2019,2019,Mercedes AMG CLA 45,80700,2,Asia,Japan,Wholesale
11/6/2019,2019,Mercedes-Benz Kamloops,105593,1,South America,Peru,Wholesale
11/6/2019,2019,Mercedes-Benz Kamloops,98237,3,Africa,Nigeria,Wholesale
11/6/2019,2019,Mercedes AMG GT 4-Door Coupe,46877,4,Asia,Japan,Wholesale
11/6/2019,2019,Mercedes C-Class Coupe,67729,3,North America,Mexico,Wholesale
,,,,,,,
11/6/2019,2019,Mercedes C-Class Coupe,115312,1,Africa,South Africa,Dealership
,,,,,,,
11/6/2019,2019,Mercedes EDQ Sedan,62205,2,South America,Brazil,Wholesale
12/6/2019,2019,Mercedes GLE,112299,4,South America,Chile,Dealership
13/06/2019,2019,Mercedes GLC Coupe,71709,3,Africa,Nigeria,Wholesale
14/06/2019,2019,Mercedes C-Class Coupe,49046,4,North America,Mexico,Dealership
,,,,,,,
14/06/2019,2019,Mercedes CLE Coupe,33532,4,Europe,Germany,Wholesale
,,,,,,,
14/06/2019,2019,Mercedes GLC Coupe,74776,3,North America,Mexico,Dealership
15/06/2019,2019,Mercedes AMG GT 4-Door Coupe,77743,2,South America,Brazil,Wholesale
15/06/2019,2019,Mercedes A-Class Sedan,45646,4,Europe,France,Wholesale
,,,,,,,
16/06/2019,2019,Mercedes AMG C63 S,111298,2,South America,Brazil,Wholesale
17/06/2019,2019,Mercedes GLE,76898,2,Africa,South Africa,Wholesale
17/06/2019,2019,Mercedes EQA,33468,1,Europe,Italy,Wholesale
17/06/2019,2019,Mercedes AMG C63 S,117236,3,North America,United States,Wholesale
18/06/2019,2019,Mercedes S-Class,38834,1,Asia,South Korea,Wholesale
18/06/2019,2019,Mercedes GLA,97035,5,Asia,Thailand,Wholesale
18/06/2019,2019,Mercedes A-Class Sedan,104627,1,Asia,South Korea,Dealership
,,,,,,,
18/06/2019,2019,Mercedes CLA Coupe,71280,4,Africa,Egypt,Dealership
,,,,,,,
19/06/2019,2019,Mercedes CLA Coupe,109396,4,South America,Argentina,Wholesale
,,,,,,,
19/06/2019,2019, Mercedes EQB,57841,4,Africa,Kenya,Dealership
20/06/2019,2019,Mercedes E-Class,71121,5,North America,Canada,Dealership
20/06/2019,2019,Mercedes EQE SUV,53462,2,Africa,Egypt,Dealership
21/06/2019,2019,Mercedes EDQ Sedan,69606,4,Africa,Nigeria,Wholesale
21/06/2019,2019,Mercedes GLC,98273,1,Africa,Egypt,Dealership
21/06/2019,2019, Mercedes AMG C63 Coupe,74055,2,Asia,India,Dealership
21/06/2019,2019,Mercedes CLA Coupe,42054,1,Europe,United Kingdom,Dealership
,,,,,,,
21/06/2019,2019,Mercedes CLS Coupe,59865,1,Europe,Spain,Wholesale
21/06/2019,2019, Mercedes AMG C63 Coupe,53382,4,North America,Mexico,Dealership
22/06/2019,2019,Mercedes EQA,33816,1,Africa,Kenya,Wholesale
22/06/2019,2019,Mercedes GLC,43052,5,Asia,China,Wholesale
23/06/2019,2019,Mercedes S-Class,93815,2,North America,Canada,Wholesale
24/06/2019,2019,Mercedes C-Class Coupe,114482,4,Asia,Japan,Dealership
,,,,,,,
24/06/2019,2019,Mercedes AMG E63 S,39530,4,South America,Brazil,Wholesale
25/06/2019,2019,Mercedes AMG C63 S,110641,1,North America,Mexico,Wholesale
25/06/2019,2019,Mercedes EQE SUV,108731,1,North America,Mexico,Wholesale
26/06/2019,2019,Mercedes C-Class Coupe,115176,3,North America,Canada,Wholesale
,,,,,,,
26/06/2019,2019,Mercedes AMG GT 4-Door Coupe,43598,3,Africa,Morocco,Wholesale
26/06/2019,2019,Mercedes E-Class,69128,4,South America,Argentina,Dealership
26/06/2019,2019,Mercedes AMG CLA 45,98230,4,North America,Canada,Wholesale
26/06/2019,2019,Mercedes C-Class Coupe,73452,1,South America,Colombia,Wholesale
,,,,,,,
26/06/2019,2019,Mercedes GLA,80109,5,Africa,South Africa,Dealership
27/06/2019,2019,Mercedes AMG C63 S,30372,5,Africa,South Africa,Wholesale
27/06/2019,2019,Mercedes-Benz Kamloops,91604,1,South America,Argentina,Dealership
27/06/2019,2019,Mercedes C-Class Coupe,78266,3,Africa,Egypt,Wholesale
,,,,,,,
28/06/2019,2019,Mercedes AMG GT 4-Door Coupe,74688,3,North America,Canada,Wholesale
28/06/2019,2019,Mercedes AMG GT 4-Door Coupe,57141,5,South America,Chile,Wholesale
28/06/2019,2019,Mercedes GLE,31642,4,Africa,Morocco,Dealership
28/06/2019,2019,Mercedes EQE SUV,89347,1,Africa,Nigeria,Wholesale
29/06/2019,2019,Mercedes-Benz Kamloops,64139,4,North America,Canada,Wholesale
29/06/2019,2019,Mercedes AMG SL 63,88694,3,Africa,Egypt,Dealership
29/06/2019,2019,Mercedes AMG GT 4-Door Coupe,40002,5,Europe,Spain,Wholesale
30/06/2019,2019,Mercedes A-Class Sedan,55030,4,Africa,Nigeria,Dealership
,,,,,,,
30/06/2019,2019,Mercedes EQE SUV,90635,3,South America,Peru,Wholesale
30/06/2019,2019,Mercedes CLS Coupe,47645,3,Africa,Kenya,Wholesale
1/7/2019,2019,Mercedes CLS Coupe,76335,3,Africa,Egypt,Wholesale
1/7/2019,2019, Mercedes GLB,55180,4,Asia,India,Dealership
2/7/2019,2019,Mercedes AMG E63 S,48226,2,Asia,India,Wholesale
3/7/2019,2019,Mercedes-Benz Kamloops,82262,5,Asia,South Korea,Dealership
3/7/2019,2019,Mercedes S-Class,41369,3,North America,Mexico,Dealership
3/7/2019,2019,Mercedes EQE SUV,82685,4,Africa,Kenya,Dealership
3/7/2019,2019,Mercedes CLA Coupe,106848,1,Africa,Nigeria,Wholesale
,,,,,,,
4/7/2019,2019,Mercedes CLA Coupe,58194,5,Europe,United Kingdom,Wholesale
,,,,,,,
4/7/2019,2019,Mercedes S-Class,57419,1,Europe,Spain,Wholesale
4/7/2019,2019, Mercedes EQB,114644,1,North America,Canada,Wholesale
5/7/2019,2019,Mercedes AMG GT 4-Door Coupe,81069,4,Europe,United Kingdom,Wholesale
5/7/2019,2019,Mercedes AMG SL 63,99734,2,South America,Peru,Dealership
5/7/2019,2019,Mercedes EQA,114833,4,North America,United States,Wholesale
5/7/2019,2019,Mercedes AMG GT 4-Door Coupe,110845,4,Asia,South Korea,Dealership
5/7/2019,2019,Mercedes C-Class Coupe,34049,5,Asia,Japan,Wholesale
,,,,,,,
6/7/2019,2019,Mercedes GLS,74867,4,Africa,Morocco,Wholesale
6/7/2019,2019,Mercedes GLC,85911,5,Asia,India,Dealership
7/7/2019,2019,Mercedes A-Class Sedan,66326,3,North America,Mexico,Wholesale
,,,,,,,
8/7/2019,2019,Mercedes GLA,35351,5,Asia,Japan,Dealership
9/7/2019,2019,Mercedes EQA,60110,4,Europe,Italy,Wholesale
10/7/2019,2019,Mercedes AMG GT 4-Door Coupe,102170,3,Africa,Morocco,Wholesale
10/7/2019,2019, Mercedes AMG C63 Coupe,83626,3,South America,Peru,Wholesale
10/7/2019,2019,Mercedes A-Class Sedan,110352,2,North America,Mexico,Wholesale
,,,,,,,
10/7/2019,2019,Mercedes GLS,100342,4,Europe,Spain,Dealership
11/7/2019,2019,Mercedes EDQ Sedan,47830,1,Asia,Thailand,Wholesale
11/7/2019,2019,Mercedes GLA,31316,4,Europe,Spain,Wholesale
11/7/2019,2019,Mercedes AMG GT 4-Door Coupe,36500,1,North America,United States,Wholesale
11/7/2019,2019,Mercedes AMG GT 4-Door Coupe,36557,2,North America,Mexico,Wholesale
11/7/2019,2019,Mercedes GLE Coupe,117943,4,Europe,Italy,Wholesale
12/7/2019,2019,Mercedes CLS Coupe,75640,2,Europe,Italy,Dealership
12/7/2019,2019, Mercedes GLB,82693,1,Europe,Italy,Wholesale
13/07/2019,2019,Mercedes AMG E63 S,47752,5,Africa,Kenya,Wholesale
13/07/2019,2019,Mercedes AMG C63 S,69994,4,Europe,Germany,Dealership
13/07/2019,2019,Mercedes AMG SL 63,48610,3,Africa,Nigeria,Wholesale
14/07/2019,2019,Mercedes E-Class,65097,3,North America,Mexico,Dealership
15/07/2019,2019,Mercedes S-Class,52972,2,South America,Brazil,Dealership
15/07/2019,2019,Mercedes-Benz Kamloops,100775,5,Africa,Kenya,Wholesale
16/07/2019,2019,Mercedes GLE Coupe,57546,3,South America,Colombia,Wholesale
16/07/2019,2019,Mercedes AMG SL 63,103524,3,North America,United States,Dealership
16/07/2019,2019,Mercedes C-Class Coupe,41233,4,Asia,South Korea,Wholesale
,,,,,,,
17/07/2019,2019,Mercedes AMG E63 S,75221,3,Asia,India,Dealership
17/07/2019,2019,Mercedes CLS Coupe,37585,1,Europe,United Kingdom,Wholesale
18/07/2019,2019,Mercedes A-Class Sedan,38526,2,South America,Colombia,Wholesale
,,,,,,,
18/07/2019,2019, Mercedes GLB,86714,3,Europe,Germany,Wholesale
18/07/2019,2019,Mercedes GLE Coupe,90240,4,North America,Canada,Wholesale
20/07/2019,2019,Mercedes C-Class Coupe,98951,1,Africa,Kenya,Wholesale
,,,,,,,
21/07/2019,2019,Mercedes C-Class Coupe,50001,3,North America,United States,Wholesale
,,,,,,,
21/07/2019,2019, Mercedes AMG C63 Coupe,112119,2,Asia,Thailand,Wholesale
21/07/2019,2019, Mercedes AMG C63 Coupe,94108,2,North America,United States,Dealership
21/07/2019,2019,Mercedes E-Class,53553,2,Asia,Japan,Dealership
23/07/2019,2019,Mercedes CLS Coupe,95322,3,Europe,France,Wholesale
23/07/2019,2019, Mercedes GLB,114688,1,Asia,Japan,Wholesale
23/07/2019,2019,Mercedes S-Class,108673,5,North America,United States,Wholesale
24/07/2019,2019,Mercedes EQE SUV,48064,2,South America,Argentina,Wholesale
24/07/2019,2019, Mercedes EQB,81299,1,Europe,Germany,Dealership
24/07/2019,2019,Mercedes AMG SL 63,74767,4,Africa,Nigeria,Dealership
24/07/2019,2019,Mercedes E-Class,63623,4,Europe,Spain,Dealership
25/07/2019,2019,Mercedes EDQ Sedan,65848,1,Africa,Kenya,Wholesale
25/07/2019,2019,Mercedes EQA,52007,4,Europe,United Kingdom,Wholesale
25/07/2019,2019,Mercedes GLS,58270,4,South America,Brazil,Wholesale
26/07/2019,2019,Mercedes CLA Coupe,51643,2,South America,Chile,Dealership
,,,,,,,
26/07/2019,2019,Mercedes GLS,72580,3,North America,Canada,Wholesale
26/07/2019,2019,Mercedes GLE Coupe,43065,3,North America,United States,Wholesale
26/07/2019,2019, Mercedes AMG C63 Coupe,101980,3,Africa,Morocco,Dealership
26/07/2019,2019,Mercedes AMG GT 4-Door Coupe,99404,3,Europe,Italy,Wholesale
26/07/2019,2019, Mercedes AMG C63 Coupe,32700,1,North America,Mexico,Wholesale
27/07/2019,2019,Mercedes AMG GT 4-Door Coupe,100889,2,Africa,Nigeria,Dealership
27/07/2019,2019,Mercedes EDQ Sedan,77062,1,Europe,Spain,Wholesale
28/07/2019,2019,Mercedes CLE Coupe,52360,4,South America,Argentina,Wholesale
,,,,,,,
28/07/2019,2019,Mercedes EDQ Sedan,93008,2,Asia,Japan,Dealership
28/07/2019,2019,Mercedes AMG GT 4-Door Coupe,112341,5,North America,Mexico,Dealership
28/07/2019,2019, Mercedes EQB,108137,3,Asia,China,Wholesale
29/07/2019,2019,Mercedes GLA,78384,4,Europe,United Kingdom,Dealership
29/07/2019,2019,Mercedes-Benz Kamloops,105019,3,South America,Colombia,Wholesale
30/07/2019,2019,Mercedes GLC Coupe,98197,3,South America,Chile,Dealership
30/07/2019,2019,Mercedes EQE SUV,45921,3,South America,Chile,Wholesale
30/07/2019,2019,Mercedes C-Class Coupe,117542,5,Asia,China,Dealership
,,,,,,,
31/07/2019,2019,Mercedes EQE SUV,39605,4,North America,Canada,Dealership
31/07/2019,2019,Mercedes AMG SL 63,44975,3,Africa,Egypt,Wholesale
1/8/2019,2019,Mercedes EDQ Sedan,64819,3,Africa,Kenya,Wholesale
1/8/2019,2019,Mercedes C-Class Coupe,57987,2,Africa,Egypt,Wholesale
,,,,,,,
1/8/2019,2019,Mercedes GLC Coupe,61139,3,Europe,Spain,Wholesale
2/8/2019,2019,Mercedes GLC Coupe,70067,2,South America,Argentina,Wholesale
2/8/2019,2019,Mercedes GLC Coupe,92335,4,Europe,United Kingdom,Wholesale
3/8/2019,2019,Mercedes AMG GT 4-Door Coupe,83000,4,Asia,India,Wholesale
3/8/2019,2019,Mercedes AMG SL 63,55734,4,South America,Chile,Wholesale
3/8/2019,2019,Mercedes GLS,48206,2,North America,Canada,Dealership
4/8/2019,2019,Mercedes CLE Coupe,36971,5,South America,Colombia,Dealership
,,,,,,,
4/8/2019,2019,Mercedes AMG SL 63,81265,5,South America,Brazil,Dealership
4/8/2019,2019,Mercedes AMG GT 4-Door Coupe,49207,3,Asia,India,Dealership
4/8/2019,2019,Mercedes GLE Coupe,42134,4,North America,Mexico,Wholesale
5/8/2019,2019,Mercedes CLS Coupe,94091,1,Europe,France,Wholesale
5/8/2019,2019,Mercedes AMG GT 4-Door Coupe,79678,3,Africa,Kenya,Wholesale
5/8/2019,2019, Mercedes AMG C63 Coupe,75680,5,Europe,Italy,Dealership
5/8/2019,2019, Mercedes AMG C63 Coupe,119610,5,South America,Peru,Wholesale
5/8/2019,2019, Mercedes GLB,51649,4,Africa,Kenya,Wholesale
6/8/2019,2019,Mercedes EDQ Sedan,97410,2,Europe,Spain,Wholesale
7/8/2019,2019,Mercedes AMG GT 4-Door Coupe,30357,3,Europe,Italy,Wholesale
7/8/2019,2019,Mercedes EQE SUV,92678,2,Africa,South Africa,Wholesale
7/8/2019,2019, Mercedes AMG C63 Coupe,44450,5,Africa,Nigeria,Dealership
8/8/2019,2019,Mercedes AMG SL 63,90690,4,Europe,United Kingdom,Wholesale
8/8/2019,2019,Mercedes S-Class,82930,5,Africa,Nigeria,Dealership
8/8/2019,2019,Mercedes EQE SUV,117420,4,South America,Argentina,Dealership
9/8/2019,2019,Mercedes C-Class Coupe,72789,1,Africa,Egypt,Dealership
,,,,,,,
9/8/2019,2019,Mercedes A-Class Sedan,73739,2,South America,Argentina,Dealership
,,,,,,,
9/8/2019,2019,Mercedes CLA Coupe,48085,3,South America,Colombia,Dealership
,,,,,,,
10/8/2019,2019,Mercedes AMG CLA 45,49144,4,North America,United States,Wholesale
10/8/2019,2019,Mercedes CLE Coupe,89301,1,South America,Chile,Dealership
,,,,,,,
11/8/2019,2019,Mercedes E-Class,102083,1,Africa,Kenya,Wholesale
11/8/2019,2019,Mercedes GLC Coupe,115923,2,North America,Mexico,Dealership
11/8/2019,2019,Mercedes S-Class,38947,4,South America,Colombia,Wholesale
11/8/2019,2019,Mercedes GLC,48113,3,Asia,South Korea,Dealership
12/8/2019,2019,Mercedes GLE,99859,3,South America,Colombia,Dealership
12/8/2019,2019,Mercedes-Benz Kamloops,77709,3,Africa,South Africa,Wholesale
13/08/2019,2019,Mercedes AMG CLA 45,108871,5,Europe,Spain,Wholesale
14/08/2019,2019, Mercedes EQB,38301,5,South America,Colombia,Wholesale
14/08/2019,2019,Mercedes AMG GT 4-Door Coupe,101493,4,North America,Mexico,Dealership
